GEOID,Census Tract,County,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,totalenr_1,difference
24033802103,Census Tract 8021.03, Prince George's County,1068,202,141,86,153,82,294,279,15
24005403702,Census Tract 4037.02, Baltimore County,1578,311,454,174,149,116,603,1023,-420
24033802301,Census Tract 8023.01, Prince George's County,786,217,105,59,20,23,125,290,-165
24023000600,Census Tract 6, Garrett County,1021,260,105,60,117,123,222,297,-75
24031700610,Census Tract 7006.10, Montgomery County,584,90,146,52,21,18,167,166,1
24033801405,Census Tract 8014.05, Prince George's County,751,219,173,65,55,67,228,173,55
24013507602,Census Tract 5076.02, Carroll County,782,105,146,77,34,25,180,262,-82
24027601103,Census Tract 6011.03, Howard County,1575,267,234,98,154,96,388,435,-47
24025303206,Census Tract 3032.06, Harford County,946,109,137,69,14,17,151,143,8
24033802104,Census Tract 8021.04, Prince George's County,286,111,44,38,5,8,49,72,-23
24003731306,Census Tract 7313.06, Anne Arundel County,1528,273,476,183,110,89,586,734,-148
24009861004,Census Tract 8610.04, Calvert County,1996,365,328,190,58,61,386,451,-65
24005408505,Census Tract 4085.05, Baltimore County,846,162,153,88,37,29,190,418,-228
24021752900,Census Tract 7529, Frederick County,675,157,153,81,14,21,167,204,-37
24510280401,Census Tract 2804.01, Baltimore city,731,227,181,90,113,136,294,237,57
24003702500,Census Tract 7025, Anne Arundel County,1725,609,325,231,13,21,338,266,72
24031701507,Census Tract 7015.07, Montgomery County,1204,164,249,107,160,75,409,278,131
24005401507,Census Tract 4015.07, Baltimore County,1895,339,329,129,167,112,496,489,7
24033805202,Census Tract 8052.02, Prince George's County,1002,263,206,101,73,67,279,404,-125
24005400800,Census Tract 4008, Baltimore County,831,224,119,78,74,52,193,149,44
24510260700,Census Tract 2607, Baltimore city,614,178,79,51,74,45,153,78,75
24031705800,Census Tract 7058, Montgomery County,2069,247,112,68,169,110,281,240,41
24031700312,Census Tract 7003.12, Montgomery County,2139,428,350,111,100,73,450,448,2
24025302902,Census Tract 3029.02, Harford County,745,252,114,70,0,12,114,227,-113
24510150701,Census Tract 1507.01, Baltimore city,275,110,86,51,0,12,86,101,-15
24031700704,Census Tract 7007.04, Montgomery County,656,105,166,58,101,46,267,279,-12
24025301703,Census Tract 3017.03, Harford County,1214,213,214,90,185,103,399,358,41
24005451702,Census Tract 4517.02, Baltimore County,381,87,47,44,40,31,87,131,-44
24021752302,Census Tract 7523.02, Frederick County,1024,155,210,102,77,63,287,226,61
24033801409,Census Tract 8014.09, Prince George's County,681,189,88,65,50,47,138,147,-9
24033802805,Census Tract 8028.05, Prince George's County,1143,205,209,84,82,61,291,287,4
24031700815,Census Tract 7008.15, Montgomery County,2006,413,187,127,73,80,260,474,-214
24005404201,Census Tract 4042.01, Baltimore County,1626,249,335,150,121,105,456,542,-86
24005404404,Census Tract 4044.04, Baltimore County,1196,257,199,66,82,46,281,291,-10
24005403601,Census Tract 4036.01, Baltimore County,1044,180,138,81,112,107,250,279,-29
24005430300,Census Tract 4303, Baltimore County,1648,327,232,126,101,63,333,178,155
24025304201,Census Tract 3042.01, Harford County,1609,227,264,141,127,101,391,254,137
24033801808,Census Tract 8018.08, Prince George's County,1165,301,196,85,34,33,230,197,33
24031705502,Census Tract 7055.02, Montgomery County,981,123,36,26,36,25,72,136,-64
24027606604,Census Tract 6066.04, Howard County,1289,234,283,100,95,57,378,452,-74
24003751000,Census Tract 7510, Anne Arundel County,828,280,103,55,30,28,133,275,-142
24011955500,Census Tract 9555, Caroline County,784,133,92,55,29,27,121,215,-94
24037875902,Census Tract 8759.02, St. Mary's County,2412,459,323,163,235,150,558,455,103
24021751902,Census Tract 7519.02, Frederick County,1736,237,234,125,113,66,347,284,63
24005452400,Census Tract 4524, Baltimore County,782,160,172,84,64,45,236,241,-5
24005405000,Census Tract 4050, Baltimore County,1009,153,245,80,129,65,374,275,99
24011955100,Census Tract 9551, Caroline County,1734,224,322,133,40,37,362,135,227
24510250500,Census Tract 2505, Baltimore city,625,274,116,117,39,40,155,338,-183
24015030200,Census Tract 302, Cecil County,1169,218,195,142,52,60,247,336,-89
24033803520,Census Tract 8035.20, Prince George's County,1170,252,302,116,198,108,500,334,166
24035990000,Census Tract 9900, Queen Anne's County,0,12,0,12,0,12,0,0,0
24035990100,Census Tract 9901, Queen Anne's County,0,12,0,12,0,12,0,0,0
24019990000,Census Tract 9900, Dorchester County,0,12,0,12,0,12,0,0,0
24037990000,Census Tract 9900, St. Mary's County,0,12,0,12,0,12,0,0,0
24039990100,Census Tract 9901, Somerset County,0,12,0,12,0,12,0,0,0
24041990000,Census Tract 9900, Talbot County,0,12,0,12,0,12,0,0,0
24047990000,Census Tract 9900, Worcester County,0,12,0,12,0,12,0,0,0
24003990000,Census Tract 9900, Anne Arundel County,0,12,0,12,0,12,0,0,0
24009990100,Census Tract 9901, Calvert County,0,12,0,12,0,12,0,0,0
24029990000,Census Tract 9900, Kent County,0,12,0,12,0,12,0,0,0
